Price,Close,High,Low,Open,Volume
Ticker,^GSPC,^GSPC,^GSPC,^GSPC,^GSPC
Date,,,,,
2011-07-01,1292.280029296875,1356.47998046875,1282.8599853515625,1320.6400146484375,81102170000
2011-08-01,1218.8900146484375,1307.3800048828125,1101.5400390625,1292.5899658203125,108419170000
2011-09-01,1131.4200439453125,1229.2900390625,1114.219970703125,1219.1199951171875,102786820000
2011-10-01,1253.300048828125,1292.6600341796875,1074.77001953125,1131.2099609375,98063670000
2011-11-01,1246.9599609375,1277.550048828125,1158.6600341796875,1251.0,84275050000
2011-12-01,1257.5999755859375,1269.3699951171875,1202.3699951171875,1246.9100341796875,74742430000
2012-01-01,1312.4100341796875,1333.469970703125,1258.8599853515625,1258.8599853515625,79567560000
2012-02-01,1365.6800537109375,1378.0400390625,1312.449951171875,1312.449951171875,78385710000
2012-03-01,1408.469970703125,1419.1500244140625,1340.030029296875,1365.9000244140625,83899660000
2012-04-01,1397.9100341796875,1422.3800048828125,1357.3800048828125,1408.469970703125,74761710000
2012-05-01,1310.3299560546875,1415.3199462890625,1291.97998046875,1397.8599853515625,86920490000
2012-06-01,1362.1600341796875,1363.4599609375,1266.739990234375,1309.8699951171875,81582440000
2012-07-01,1379.3199462890625,1391.739990234375,1325.4100341796875,1362.3299560546875,73103810000
2012-08-01,1406.5799560546875,1426.6800537109375,1354.6500244140625,1379.3199462890625,70283810000
2012-09-01,1440.6700439453125,1474.510009765625,1396.56005859375,1406.5400390625,69784280000
2012-10-01,1412.1600341796875,1470.9599609375,1403.280029296875,1440.9000244140625,71752320000
2012-11-01,1416.1800537109375,1434.27001953125,1343.3499755859375,1412.199951171875,71489310000
2012-12-01,1426.18994140625,1448.0,1398.1099853515625,1416.3399658203125,66388180000
2013-01-01,1498.1099853515625,1509.93994140625,1426.18994140625,1426.18994140625,75848510000
2013-02-01,1514.6800537109375,1530.93994140625,1485.010009765625,1498.1099853515625,69273480000
2013-03-01,1569.18994140625,1570.280029296875,1501.47998046875,1514.6800537109375,68527110000
2013-04-01,1597.5699462890625,1597.5699462890625,1536.030029296875,1569.1800537109375,77098000000
2013-05-01,1630.739990234375,1687.1800537109375,1581.280029296875,1597.550048828125,76447250000
2013-06-01,1606.280029296875,1654.18994140625,1560.3299560546875,1631.7099609375,74946790000
2013-07-01,1685.72998046875,1698.780029296875,1604.5699462890625,1609.780029296875,68106820000
2013-08-01,1632.969970703125,1709.6700439453125,1627.469970703125,1689.4200439453125,64802810000
2013-09-01,1681.550048828125,1729.8599853515625,1633.4100341796875,1635.949951171875,66174410000
2013-10-01,1756.5400390625,1775.219970703125,1646.469970703125,1682.4100341796875,76647400000
2013-11-01,1805.81005859375,1813.550048828125,1746.199951171875,1758.699951171875,63628190000
2013-12-01,1848.3599853515625,1849.43994140625,1767.989990234375,1806.550048828125,64958820000
2014-01-01,1782.5899658203125,1850.8399658203125,1770.449951171875,1845.8599853515625,75871910000
2014-02-01,1859.449951171875,1867.9200439453125,1737.9200439453125,1782.6800537109375,69725590000
2014-03-01,1872.3399658203125,1883.969970703125,1834.43994140625,1857.6800537109375,71885030000
2014-04-01,1883.949951171875,1897.280029296875,1814.3599853515625,1873.9599609375,71595810000
2014-05-01,1923.5699462890625,1924.030029296875,1859.7900390625,1884.3900146484375,63623630000
2014-06-01,1960.22998046875,1968.1700439453125,1915.97998046875,1923.8699951171875,63283380000
2014-07-01,1930.6700439453125,1991.3900146484375,1930.6700439453125,1962.2900390625,66524690000
2014-08-01,2003.3699951171875,2005.0400390625,1904.780029296875,1929.800048828125,58131140000
2014-09-01,1972.2900390625,2019.260009765625,1964.0400390625,2004.0699462890625,66706000000
2014-10-01,2018.050048828125,2018.18994140625,1820.6600341796875,1971.43994140625,93714040000
2014-11-01,2067.56005859375,2075.760009765625,2001.010009765625,2018.2099609375,63600190000
2014-12-01,2058.89990234375,2093.550048828125,1972.56005859375,2065.780029296875,80743820000
2015-01-01,1994.989990234375,2072.360107421875,1988.1199951171875,2058.89990234375,77330040000
2015-02-01,2104.5,2119.590087890625,1980.9000244140625,1996.6700439453125,68775560000
2015-03-01,2067.889892578125,2117.52001953125,2039.68994140625,2105.22998046875,76675850000
2015-04-01,2085.510009765625,2125.919921875,2048.3798828125,2067.6298828125,72060940000
2015-05-01,2107.389892578125,2134.719970703125,2067.929931640625,2087.3798828125,65187730000
2015-06-01,2063.110107421875,2129.8701171875,2056.320068359375,2108.639892578125,73213980000
2015-07-01,2103.840087890625,2132.820068359375,2044.02001953125,2067.0,77920590000
2015-08-01,1972.1800537109375,2112.659912109375,1867.010009765625,2104.489990234375,84626790000
2015-09-01,1920.030029296875,2020.8599853515625,1871.9100341796875,1970.0899658203125,79989370000
2015-10-01,2079.360107421875,2094.320068359375,1893.699951171875,1919.6500244140625,85844900000
2015-11-01,2080.409912109375,2116.47998046875,2019.3900146484375,2080.760009765625,75943590000
2015-12-01,2043.93994140625,2104.27001953125,1993.260009765625,2082.929931640625,83649260000
2016-01-01,1940.239990234375,2038.199951171875,1812.2900390625,2038.199951171875,92409770000
2016-02-01,1932.22998046875,1962.9599609375,1810.0999755859375,1936.93994140625,93049560000
2016-03-01,2059.739990234375,2072.2099609375,1937.0899658203125,1937.0899658203125,92639420000
2016-04-01,2065.300048828125,2111.050048828125,2033.800048828125,2056.6201171875,81124990000
2016-05-01,2096.949951171875,2103.47998046875,2025.9100341796875,2067.169921875,78883600000
2016-06-01,2098.860107421875,2120.550048828125,1991.6800537109375,2093.93994140625,86852700000
2016-07-01,2173.60009765625,2177.090087890625,2074.02001953125,2099.340087890625,69530250000
2016-08-01,2170.949951171875,2193.81005859375,2147.580078125,2173.14990234375,75610310000
2016-09-01,2168.27001953125,2187.8701171875,2119.1201171875,2171.330078125,77023620000
2016-10-01,2126.14990234375,2169.60009765625,2114.719970703125,2164.330078125,72915530000
2016-11-01,2198.81005859375,2214.10009765625,2083.7900390625,2128.679931640625,88445380000
2016-12-01,2238.830078125,2277.530029296875,2187.43994140625,2200.169921875,75344550000
2017-01-01,2278.8701171875,2300.989990234375,2245.1298828125,2251.570068359375,70576420000
2017-02-01,2363.639892578125,2371.5400390625,2271.64990234375,2285.590087890625,69260940000
2017-03-01,2362.719970703125,2400.97998046875,2322.25,2380.1298828125,81664010000
2017-04-01,2384.199951171875,2398.159912109375,2328.949951171875,2362.340087890625,65369860000
2017-05-01,2411.800048828125,2418.7099609375,2352.719970703125,2388.5,79719460000
2017-06-01,2423.409912109375,2453.820068359375,2405.699951171875,2415.64990234375,81078810000
2017-07-01,2470.300048828125,2484.0400390625,2407.699951171875,2431.389892578125,63348090000
2017-08-01,2471.64990234375,2490.8701171875,2417.35009765625,2477.10009765625,70784900000
2017-09-01,2519.360107421875,2519.43994140625,2446.550048828125,2474.419921875,66624120000
2017-10-01,2575.260009765625,2582.97998046875,2520.39990234375,2521.199951171875,71088550000
2017-11-01,2647.580078125,2657.739990234375,2557.449951171875,2583.2099609375,73416960000
2017-12-01,2673.610107421875,2694.969970703125,2605.52001953125,2645.10009765625,65531700000
2018-01-01,2823.81005859375,2872.8701171875,2682.360107421875,2683.72998046875,77318690000
2018-02-01,2713.830078125,2835.9599609375,2532.68994140625,2816.449951171875,79933970000
2018-03-01,2640.8701171875,2801.89990234375,2585.889892578125,2715.219970703125,76803890000
2018-04-01,2648.050048828125,2717.489990234375,2553.800048828125,2633.449951171875,70194700000
2018-05-01,2705.27001953125,2742.239990234375,2594.6201171875,2642.9599609375,76011820000
2018-06-01,2718.3701171875,2791.469970703125,2691.989990234375,2718.699951171875,77891360000
2018-07-01,2816.2900390625,2848.030029296875,2698.949951171875,2704.949951171875,64898300000
2018-08-01,2901.52001953125,2916.5,2796.340087890625,2821.169921875,69523070000
2018-09-01,2913.97998046875,2940.909912109375,2864.1201171875,2896.9599609375,63031510000
2018-10-01,2711.739990234375,2939.860107421875,2603.5400390625,2926.2900390625,91930980000
2018-11-01,2760.169921875,2815.14990234375,2631.090087890625,2717.580078125,80620020000
2018-12-01,2506.85009765625,2800.179931640625,2346.580078125,2790.5,84162180000
2019-01-01,2704.10009765625,2708.949951171875,2443.9599609375,2476.9599609375,80859870000
2019-02-01,2784.489990234375,2813.489990234375,2681.830078125,2702.320068359375,70638770000
2019-03-01,2834.39990234375,2860.31005859375,2722.27001953125,2798.219970703125,79159660000
2019-04-01,2945.830078125,2949.52001953125,2848.6298828125,2848.6298828125,70090370000
2019-05-01,2752.06005859375,2954.1298828125,2750.52001953125,2952.330078125,77250740000
2019-06-01,2941.760009765625,2964.14990234375,2728.81005859375,2751.530029296875,71250630000
2019-07-01,2980.3798828125,3027.97998046875,2952.219970703125,2971.409912109375,70599470000
2019-08-01,2926.4599609375,3013.590087890625,2822.1201171875,2980.320068359375,80269220000
2019-09-01,2976.739990234375,3021.989990234375,2891.85009765625,2909.010009765625,74178980000
2019-10-01,3037.56005859375,3050.10009765625,2855.93994140625,2983.68994140625,77720640000
2019-11-01,3140.97998046875,3154.260009765625,3050.719970703125,3050.719970703125,72410620000
2019-12-01,3230.780029296875,3247.929931640625,3070.330078125,3143.85009765625,72325540000
